Data collector,Author,Year,Journal,Vol.p.p,Species,Native,Sample size,Fitness measure,Trait,Selection differential (s),s standard error ,s significance,Selection gradient (B),B standard error,B significance
KingsolverDiamond,Reed et al.,2006,Proceedings of the Royal Society B,273:2713-2719,Uria aalge,yes,NA,"breeding success (i.e., number of breeding attempts in which a chick was successfully raised to fledging)",plasticity in laying date,,,,-0.03,,
KingsolverDiamond,Reed et al.,2006,Proceedings of the Royal Society B,273:2713-2719,Uria aalge,yes,NA,"breeding success (i.e., number of breeding attempts in which a chick was successfully raised to fledging)",plasticity in laying date,,,,-0.01,,
KingsolverDiamond,Reed et al.,2006,Proceedings of the Royal Society B,273:2713-2719,Uria aalge,yes,NA,"breeding success (i.e., number of breeding attempts in which a chick was successfully raised to fledging)",laying date,,,,0.01,,
KingsolverDiamond,Reed et al.,2006,Proceedings of the Royal Society B,273:2713-2719,Uria aalge,yes,NA,"breeding success (i.e., number of breeding attempts in which a chick was successfully raised to fledging)",laying date,,,,0.01,,
KingsolverDiamond,Reed et al.,2006,Proceedings of the Royal Society B,273:2713-2719,Uria aalge,yes,149,"breeding success (i.e., number of breeding attempts in which a chick was successfully raised to fledging)",plasticity in laying date,,,,0.01,,
KingsolverDiamond,Reed et al.,2006,Proceedings of the Royal Society B,273:2713-2719,Uria aalge,yes,NA,"breeding success (i.e., number of breeding attempts in which a chick was successfully raised to fledging)",plasticity in laying date,,,,0.01,,
KingsolverDiamond,Reed et al.,2006,Proceedings of the Royal Society B,273:2713-2719,Uria aalge,yes,NA,"breeding success (i.e., number of breeding attempts in which a chick was successfully raised to fledging)",plasticity in laying date,,,,0.01,,
KingsolverDiamond,Reed et al.,2006,Proceedings of the Royal Society B,273:2713-2719,Uria aalge,yes,NA,"breeding success (i.e., number of breeding attempts in which a chick was successfully raised to fledging)",plasticity in laying date,,,,0.02,,
KingsolverDiamond,Reed et al.,2006,Proceedings of the Royal Society B,273:2713-2719,Uria aalge,yes,NA,"breeding success (i.e., number of breeding attempts in which a chick was successfully raised to fledging)",laying date,,,,0.03,,
KingsolverDiamond,Reed et al.,2006,Proceedings of the Royal Society B,273:2713-2719,Uria aalge,yes,NA,"breeding success (i.e., number of breeding attempts in which a chick was successfully raised to fledging)",plasticity in laying date,,,,0.03,,
KingsolverDiamond,Reed et al.,2006,Proceedings of the Royal Society B,273:2713-2719,Uria aalge,yes,102,"breeding success (i.e., number of breeding attempts in which a chick was successfully raised to fledging)",plasticity in laying date,,,,0.04,,
KingsolverDiamond,Reed et al.,2006,Proceedings of the Royal Society B,273:2713-2719,Uria aalge,yes,NA,"breeding success (i.e., number of breeding attempts in which a chick was successfully raised to fledging)",laying date,,,,0.05,,
KingsolverDiamond,Reed et al.,2006,Proceedings of the Royal Society B,273:2713-2719,Uria aalge,yes,NA,"breeding success (i.e., number of breeding attempts in which a chick was successfully raised to fledging)",plasticity in laying date,,,,0.05,,
KingsolverDiamond,Reed et al.,2006,Proceedings of the Royal Society B,273:2713-2719,Uria aalge,yes,NA,"breeding success (i.e., number of breeding attempts in which a chick was successfully raised to fledging)",plasticity in laying date,,,,0.09,,
KingsolverDiamond,Reed et al.,2006,Proceedings of the Royal Society B,273:2713-2719,Uria aalge,yes,NA,"breeding success (i.e., number of breeding attempts in which a chick was successfully raised to fledging)",plasticity in laying date,,,,0.11,,
KingsolverDiamond,Reed et al.,2006,Proceedings of the Royal Society B,273:2713-2719,Uria aalge,yes,NA,"breeding success (i.e., number of breeding attempts in which a chick was successfully raised to fledging)",laying date,,,,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,230,Over-winter survival,Adult female spine number,0.02,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Summer survival,Subadult male spine number,0.02,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,57,Over-winter survival,Adult female spine number,-0.03,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Juvenile female spine number,-0.03,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,170,Summer survival,Subadult female spine number,-0.04,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,184,Summer survival,Adult male spine number,0.04,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Juvenile female spine number,-0.05,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Summer survival,Subadult male spine number,-0.05,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,122,Over-winter survival,Adult male spine number,0.05,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,90,Over-winter survival,Juvenile male spine number,0.05,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Adult male spine number,-0.06,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Subadult female spine number,-0.06,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Summer survival,Subadult female spine number,-0.06,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Summer survival,Subadult female spine number,0.06,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Adult male spine number,-0.07,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Summer survival,Subadult male spine number,-0.07,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,52,Summer survival,Juvenile female spine number,0.07,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Subadult female spine number,-0.09,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,103,Summer survival,Juvenile female spine number,0.09,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Adult female spine number,-0.1,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Adult male spine number,0.1,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Adult female spine number,0.11,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,274,Over-winter survival,Adult male spine number,0.11,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,159,Over-winter survival,Juvenile male spine number,0.11,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,126,Summer survival,Subadult male spine number,-0.12,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Summer survival,Juvenile female spine number,0.12,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,65,Summer survival,Subadult female spine number,0.12,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,122,Over-winter survival,Adult male spine number,-0.13,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Subadult female spine number,-0.13,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Summer survival,Subadult female spine number,-0.13,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,247,Over-winter survival,Adult male spine number,0.13,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Summer survival,Adult male spine number,0.13,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Juvenile male spine number,0.13,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Summer survival,Subadult male spine number,-0.14,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Summer survival,Subadult male spine number,0.15,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,103,Over-winter survival,Juvenile female spine number,-0.16,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Juvenile female spine number,0.17,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Summer survival,Subadult male spine number,-0.18,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,66,Summer survival,Adult male spine number,0.18,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Summer survival,Adult male spine number,0.18,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,126,Over-winter survival,Subadult male spine number,0.18,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,68,Summer survival,Adult female spine number,-0.19,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Adult male spine number,0.19,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,68,Over-winter survival,Subadult female spine number,-0.2,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,145,Summer survival,Adult male spine number,-0.22,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Adult male spine number,0.22,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,45,Summer survival,Juvenile male spine number,-0.23,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,137,Over-winter survival,Juvenile male spine number,0.23,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Juvenile male spine number,-0.24,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,67,Over-winter survival,Subadult male spine number,0.24,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Adult female spine number,0.25,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Juvenile male spine number,0.25,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,241,Summer survival,Subadult female spine number,0.25,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Juvenile female spine number,-0.26,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,69,Summer survival,Subadult female spine number,0.26,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Subadult male spine number,-0.27,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,58,Over-winter survival,Adult male spine number,0.27,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,92,Summer survival,Juvenile male spine number,-0.28,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Summer survival,Juvenile male spine number,0.29,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Summer survival,Adult male spine number,-0.31,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,127,Summer survival,Subadult male spine number,-0.33,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Juvenile male spine number,0.34,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Subadult female spine number,-0.35,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Subadult female spine number,0.35,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Summer survival,Juvenile female spine number,-0.37,,sig,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Summer survival,Subadult female spine number,-0.39,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Juvenile female spine number,0.39,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Subadult female spine number,0.39,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Summer survival,Juvenile male spine number,-0.43,,sig,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Subadult female spine number,-0.45,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,89,Over-winter survival,Adult male spine number,-0.48,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Juvenile male spine number,0.48,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Juvenile female spine number,0.49,,sig,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Subadult male spine number,0.49,,sig,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Subadult male spine number,-0.5,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Subadult male spine number,-0.51,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Summer survival,Adult male spine number,0.51,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Summer survival,Juvenile female spine number,-0.52,,ns,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,208,Summer survival,Subadult male spine number,-0.58,,sig,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Adult female spine number,0.6,,sig,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Over-winter survival,Subadult male spine number,0.75,,sig,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,107,Over-winter survival,Subadult male spine number,-0.87,,sig,,,
KingsolverDiamond,Reimchen and Nosil,2002,Evolution,56(12):2472-2483,Gasterosteus aculeatus,yes,NA,Summer survival,Adult male spine number,0.88,,sig,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,201,survival,Spine number,0.02,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,230,survival,Spine number,0.02,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,161,survival,Spine number,-0.03,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,57,survival,Spine number,-0.03,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,170,survival,Spine number,-0.04,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,280,survival,Spine number,-0.05,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,141,survival,Spine number,-0.05,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,90,survival,Spine number,0.05,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,234,survival,Spine number,-0.06,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,253,survival,Spine number,-0.06,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,224,survival,Spine number,0.06,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,156,survival,Spine number,-0.07,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,52,survival,Spine number,0.07,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,262,survival,Spine number,0.1,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,95,survival,Spine number,0.1,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,159,survival,Spine number,0.11,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,144,survival,Spine number,0.11,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,126,survival,Spine number,-0.12,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,65,survival,Spine number,0.12,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,158,survival,Spine number,-0.13,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,148,survival,Spine number,-0.13,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,99,survival,Spine number,0.13,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,247,survival,Spine number,0.13,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,59,survival,Spine number,-0.14,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,510,survival,Spine number,0.15,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,103,survival,Spine number,-0.16,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,138,survival,Spine number,0.17,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,265,survival,Spine number,-0.18,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,126,survival,Spine number,0.18,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,68,survival,Spine number,-0.19,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,195,survival,Spine number,0.19,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,68,survival,Spine number,-0.2,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,249,survival,Spine number,0.22,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,137,survival,Spine number,0.23,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,324,survival,Spine number,0.25,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,241,survival,Spine number,0.25,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,220,survival,Spine number,0.25,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,95,survival,Spine number,-0.26,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,69,survival,Spine number,0.26,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,114,survival,Spine number,-0.27,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,92,survival,Spine number,-0.28,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,70,survival,Spine number,0.29,,sig,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,196,survival,Spine number,-0.31,,sig,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,127,survival,Spine number,-0.33,,sig,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,226,survival,Spine number,0.34,,sig,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,70,survival,Spine number,-0.35,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,129,survival,Spine number,0.35,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,529,survival,Spine number,-0.37,,sig,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,94,survival,Spine number,-0.39,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,155,survival,Spine number,0.39,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,117,survival,Spine number,0.39,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,396,survival,Spine number,-0.43,,sig,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,320,survival,Spine number,-0.45,,sig,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,318,survival,Spine number,0.48,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,198,survival,Spine number,0.49,,sig,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,323,survival,Spine number,0.49,,sig,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,87,survival,Spine number,-0.5,,sig,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,73,survival,Spine number,-0.52,,ns,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,208,survival,Spine number,-0.58,,sig,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,221,survival,Spine number,0.6,,sig,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,133,survival,Spine number,0.75,,sig,,,
DJW,Reimchen and Nosil,2004,Evolution,58:1274-1281,Gasterosteus aculeatus,yes,107,survival,Spine number,-0.87,,sig,,,
KingsolverDiamond,Rey et al.,2006,Journal of Evolutionary Biology,19:21-34,Helleborus foetidus,yes,NA,maternal fecundity,number of carpels per flower,,,,-0.12,0.14,
KingsolverDiamond,Rey et al.,2006,Journal of Evolutionary Biology,19:21-34,Helleborus foetidus,yes,NA,maternal fecundity,plant size,,,,-0.07,0.21,
KingsolverDiamond,Rey et al.,2006,Journal of Evolutionary Biology,19:21-34,Helleborus foetidus,yes,NA,maternal fecundity,plant size,,,,-0.07,0.22,
KingsolverDiamond,Rey et al.,2006,Journal of Evolutionary Biology,19:21-34,Helleborus foetidus,yes,NA,maternal fecundity,plant size,,,,-0.04,0.04,
KingsolverDiamond,Rey et al.,2006,Journal of Evolutionary Biology,19:21-34,Helleborus foetidus,yes,NA,maternal fecundity,flower size,,,,-0.02,0.04,
KingsolverDiamond,Rey et al.,2006,Journal of Evolutionary Biology,19:21-34,Helleborus foetidus,yes,NA,maternal fecundity,number of carpels per flower,,,,-0.01,0.02,
KingsolverDiamond,Rey et al.,2006,Journal of Evolutionary Biology,19:21-34,Helleborus foetidus,yes,NA,maternal fecundity,flower size,,,,0.04,0.08,
KingsolverDiamond,Rey et al.,2006,Journal of Evolutionary Biology,19:21-34,Helleborus foetidus,yes,NA,maternal fecundity,flower size,,,,0.06,0.02,
KingsolverDiamond,Rey et al.,2006,Journal of Evolutionary Biology,19:21-34,Helleborus foetidus,yes,NA,maternal fecundity,number of carpels per flower,,,,0.09,0.04,
KingsolverDiamond,Rey et al.,2006,Journal of Evolutionary Biology,19:21-34,Helleborus foetidus,yes,NA,maternal fecundity,plant size,,,,0.1,0.06,
